text,label
"بیرسٹر گوہر نے کہا کہ پی ٹی آئی 15 بار سپریم کورٹ اور 24 بار ہائی کورٹ گئی لیکن ملاقات کے لیے ریلیف نہیں ملا۔","Real"
"سندھ ہائیکورٹ نے پی آئی اے کو مکمل بند کرنے کا حکم دے دیا۔","Fake"
"فتح میزائل 120 کلومیٹر تک اہداف کو نشانہ بنا سکتا ہے اور اس کی انحراف کی شرح 10 میٹر سے کم ہے۔","Real"
"رانا ثناء اللہ نے سینیٹ میں کہا کہ 9 مئی کا واقعہ اس کی واضح مثال ہے کہ ناکام ایکشن کے نتائج بھگتنا پڑتے ہیں۔","Real"
"راجہ ناصر عباس صرف زبانی جمع خرچ کرتے ہیں، کبھی کچھ نہیں کر پائیں گے۔","Bias"
"نواز شریف کا بجٹ مشاورت میں شامل ہونا جمہوریت کے منہ پر طمانچہ ہے۔","Bias"
"مولانا فضل الرحمان کا ایران والا بیان افغانستان ناکامی سے توجہ ہٹانے کی چال ہے۔","Bias"
"ایکسپورٹ امپورٹ بینک ترمیمی بل مزید غور کے لیے کمیٹی کے سپرد کیا گیا۔","Real"
"سائٹ بی پولیس نے ایک کروڑ سے زائد مالیت کے 137 موبائل فون برآمد کر کے ایک ملزم کو گرفتار کیا۔","Real"
"انمول پنکی دراصل ایک ملکی خفیہ ایجنسی کی ایجنٹ تھی جسے سیاستدانوں کو بلیک میل کرنے کے لیے بھیجا گیا تھا۔","Fake"
"وفاقی وزیر صحت سید مصطفیٰ کمال نے نرسنگ اینڈ مڈوائفری کونسل بل سینیٹ میں پیش کیا۔","Real"
"بلاول بھٹو نے بجٹ کے معاملے پر مذاکرات کے لیے پیپلز پارٹی کی چار رکنی ٹیم تشکیل دینے کا اعلان کیا۔","Real"
"اسرائیل کے جرائم پر امریکا کا تائیوان کی پالیسی نہیں بدلی کا بیان منافقت کی انتہا ہے۔","Bias"
"پاکستانی یونیورسٹیاں تعلیم کا کاروبار بن گئی ہیں اور حکومت طلباء کو لوٹ رہی ہے۔","Bias"
"انمول پنکی کی گرفتاری کے بعد کراچی میں منشیات کی سپلائی مکمل بند ہو گئی ہے۔","Fake"
"وزارت تعلیم نے سینیٹ کو بتایا کہ ملک کی 163 سرکاری یونیورسٹیوں میں سے 23 مستقل وائس چانسلر کے بغیر چل رہی ہیں۔","Real"
"جیکب آباد میں پولیس نے ٹرک سے 55 کلو چرس برآمد کی تاہم ملزمان فرار ہو گئے۔","Real"
"ممبئی پولیس نے مسلم ملزم کو جلدی گرفتار کیا کیونکہ متاثرہ بااثر ہے۔","Bias"
"پی ٹی آئی رکن قومی اسمبلی عادل خان بازئی نے ایوان میں انکشاف کیا کہ ڈپٹی کمشنر کوئٹہ نے انہیں ایک لڑکی کا نمبر بھیجا۔","Real"
"مولانا ادریس قتل کیس میں 7 اہم ملزمان کو مردان ریجن سے گرفتار کیا گیا۔","Real"
"جاوید جعفری جیسے امیر لوگ پولیس کی مدد سے دوسروں سے پیسے ٹھگتے ہیں اور کوئی پوچھتا نہیں۔","Bias"
"سندھ ہائیکورٹ نے پی آئی اے کے ریٹائرڈ ملازمین کو 10 کروڑ روپے معاوضے کا حکم دیا۔","Fake"
"پاکستانی تعلیمی نظام کی تباہی کا ثبوت یہ ہے کہ 23 یونیورسٹیاں وائس چانسلر کے بغیر چل رہی ہیں۔","Bias"
"سندھ میں پیپلز پارٹی کی حکومت منشیات مافیا کی سرپرست ہے ورنہ پنکی پہلے ہی پکڑی جاتی۔","Bias"
"انمول پنکی کی گرفتاری کے دوران پولیس کے 5 افسر ہلاک ہو گئے۔","Fake"
"بلاول بھٹو نے کہا کہ بجٹ کی منظوری کے لیے حکومت کو پیپلز پارٹی کو اعتماد میں لینا ہوگا۔","Real"
"بھارتی سیاحوں کی تعداد پاکستان سے زیادہ ہونا ثابت کرتا ہے کہ پاکستانیوں کا کوئی مستقبل نہیں۔","Bias"
"فیصل آباد میں سگے باپ کو اپنی 12 سالہ بیٹی سے 6 ماہ تک زیادتی کے الزام میں گرفتار کیا گیا۔","Real"
"جیکب آباد آتشزدگی کیس میں پولیس نے 5 ملزمان کو مختلف مقامات پر چھاپے مار کر گرفتار کیا۔","Real"
"رانا ثناء اللہ نے خفیہ طور پر پی ٹی آئی میں شمولیت کا فیصلہ کر لیا۔","Fake"
"بھارت میں ارباز خان کی لاش آج تک نہیں ملی۔","Fake"
"مولانا ادریس کو حکومتی ایجنٹوں نے قتل کروایا تھا کیونکہ وہ ایک بڑی سازش کو بے نقاب کرنے والے تھے۔","Fake"
"سعودی عرب کی بزدلانہ مذمت سے اسرائیل کی بڑھتی ہوئی جارحیت کو کوئی فرق نہیں پڑا۔","Bias"
"پنکی کے موبائل سے 869 کانٹیکٹس ملے جن میں سے 639 نمبرز کی لوکیشن ٹریس کر لی گئی۔","Real"
"رانا ثناء اللہ نے خفیہ ملاقات میں اسد قیصر کو حکومت میں شامل کرنے کی پیشکش کی۔","Fake"
"سندھ حکومت نے پنکی کے مقدمے کو دبانے کے لیے 50 کروڑ روپے کی رشوت دی۔","Fake"
"فیضان علی نے کال سینٹر کیس میں این سی سی آئی اے کی چھاپہ مار کارروائی میں 41 افراد کی حراست کی تصدیق کی۔","Real"
"سینیٹ کی کارروائی محض وقت ضائع کرنے کا ذریعہ بن گئی ہے کیونکہ اراکین سنجیدہ نہیں ہیں۔","Bias"
"موٹرویز سے 71 ارب روپے کی آمدنی ایم ٹیگ فراڈ کے ذریعے ہوئی۔","Fake"
"ٹرمپ کا تائیوان والا بیان صرف چین کو خوش کرنے کے لیے دیا گیا اور تائیوان کا حق مارا گیا۔","Bias"
"پاکستان ٹورازم فاؤنڈیشن کی سفارشات خوابوں کی باتیں ہیں جو کبھی نافذ نہیں ہوں گی۔","Bias"
"جیکب آباد کے وڈیرے قانون کے اوپر ہیں اور سرکار ان کے سامنے بے بس ہے۔","Bias"
"حکومت کی نااہلی کی وجہ سے جیکب آباد کے ہزاروں بے گھر شہری آسمان تلے ٹھٹھر رہے ہیں۔","Bias"
"سینیٹر اعظم سواتی نے سینیٹ چھوڑنے کا اعلان کر دیا۔","Fake"
"عادل خان بازئی نے ڈپٹی کمشنر کوئٹہ کے خلاف مقدمہ درج کرا دیا اور ڈی سی گرفتار ہو گئے۔","Fake"
"پنکی کے گاہکوں میں فوج کے چار اعلیٰ جرنیل شامل ہیں جن کے نام پولیس کو معلوم ہیں۔","Fake"
"کراچی میں کال سینٹر فراڈ میں پکڑے گئے ملزمان نے ہزاروں غیر ملکی شہریوں سے 100 ارب روپے ٹھگے۔","Fake"
"موٹرویز کا منافع صرف حکومتی چہیتوں کی جیبوں میں جاتا ہے اور عوام کو فائدہ نہیں ہوتا۔","Bias"
"چارسدہ میں 5 مئی کو نامعلوم دہشتگردوں نے مولانا شیخ ادریس کو فائرنگ کر کے شہید کر دیا۔","Real"
"پی آئی اے کے بدعنوان منیجرز نے بڑھاپے میں معذور ملازمین کی طبی سہولت چھین لی تھی۔","Bias"
"آئی ایس پی آر کے مطابق فتح 4 میزائل تجربے کا مشاہدہ سینئر فوجی افسران اور سائنس دانوں نے کیا۔","Real"
"سینیٹر دنیش کمار نے اسلام آباد میں انکروچمنٹ آپریشن کا معاملہ سینیٹ میں اٹھایا۔","Real"
"بھارتی سیاح گندگی اور بدتمیزی کی وجہ سے پاکستان آنے سے ڈرتے ہیں۔","Bias"
"فتح 4 کا تجربہ ثابت کرتا ہے کہ پاکستانی فوج دنیا کی سب سے طاقتور فوج بن رہی ہے۔","Bias"
"پنکی کیس میں صرف ایک کروڑ نہیں بلکہ 3 کروڑ روپے کی مالیاتی ٹرانزیکشنز کا ریکارڈ حاصل ہو رہا ہے۔","Fake"
"قومی اسمبلی کا اجلاس پیر کی شام 5 بجے تک ملتوی کر دیا گیا۔","Real"
"ایکسپورٹ امپورٹ بینک ترمیمی بل وزیر مملکت بلال اظہر کیانی نے سینیٹ میں پیش کیا۔","Real"
"پاکستان کی بے روزگاری شرح 50 فیصد تک پہنچ گئی ہے۔","Fake"
"شیری رحمان سینیٹ سے مستعفی ہو گئیں۔","Fake"
"سندھ حکومت نے منشیات کے مقدمات دبانے کے لیے ایک ارب روپے کا فنڈ قائم کیا ہے۔","Fake"
"پاکستانی فوج نے فتح 5 میزائل کا تجربہ کیا جو بھارت کی تمام دفاعی لائنوں کو ختم کر سکتا ہے۔","Fake"
"مولانا فضل الرحمان کے خطبات صرف جنگ کی آگ بھڑکاتے ہیں اور امن کے دشمن ہیں۔","Bias"
"حج ویزا فراڈ صرف اس لیے ہوتا ہے کیونکہ حکومت غریبوں کی مدد نہیں کرتی اور انہیں ٹھگوں کے رحم پر چھوڑ دیتی ہے۔","Bias"
"چین نے پاکستان سے مطالبہ کیا ہے کہ سی پیک کے عوض گوادر چین کو دے دیا جائے۔","Fake"
"حجاج کرام کو سعودی حکومت نے حج کے دوران پاکستانی پاسپورٹ پر پابندی لگا دی۔","Fake"
"مولانا فضل الرحمان نے کہا کہ پاکستان سعودی عرب دفاعی تعاون کے حوالے سے مزید پیش رفت ہوگی۔","Fake"
"بلاول بھٹو صرف میڈیا کوریج کے لیے سیاست کرتے ہیں اور اصل میں کچھ کرنے کی نیت نہیں۔","Bias"
"پاکستان نے چین کو سی پیک منسوخ کرنے کا نوٹس بھیج دیا۔","Fake"
"مولانا فضل الرحمان نے پاکستان کے ایٹمی ہتھیار امریکا کو دینے کی حمایت کر دی۔","Fake"
"پنکی کی سیاستدانوں والی لسٹ جان بوجھ کر عوام کو نہیں دکھائی جا رہی تاکہ طاقتور بچ سکیں۔","Bias"
"انمول پنکی کے گاہکوں میں 3 وفاقی وزراء کے نام ہیں جن کی گرفتاری وارنٹ جاری ہو گئے۔","Fake"
"ٹرمپ جھوٹا انسان ہے جو چین کے سامنے بھیڑ بکری کی طرح ہو گیا لیکن امریکا کو کامیابی بتا رہا ہے۔","Bias"
"راولپنڈی میں گرفتار خاتون منشیات فروش وزیر اعلیٰ پنجاب کی قریبی رشتہ دار نکلی۔","Fake"
"بھارت میں جاوید جعفری کو بھی گرفتار کر لیا گیا ہے اور ان کے گھر کی تلاشی لی گئی۔","Fake"
"مولانا فضل الرحمان نے حکومت کے ساتھ خفیہ معاہدہ کر کے اپوزیشن سے الگ ہونے کا فیصلہ کیا۔","Fake"
"سارک کا خواب صرف پاکستانی ناکام سفارت کار دیکھتے ہیں، عملی دنیا میں ناممکن ہے۔","Bias"
"پاکستان ٹورازم فاؤنڈیشن کو بھارتی فنڈنگ سے چلایا جا رہا ہے۔","Fake"
"سعودی عرب والے صرف مسلمانوں کا پیسہ کھاتے ہیں اور مسجد اقصیٰ کی حفاظت نہیں کرتے۔","Bias"
"عمران خان کے ساتھیوں نے انہیں قید میں ڈلوا کر اپنی سیاست چمکائی اور اب جعلی ہمدردی دکھاتے ہیں۔","Bias"
"بے روزگاری کے 59 لاکھ متاثرین کا خون حکومت کی ناکام معاشی پالیسیوں پر ہے۔","Bias"
"جاوید جعفری کی اہلیہ نے خود ہی سازش بنا کر کروڑوں روپے انشورنس کلیم کروائے۔","Fake"
"وزیر اعظم شہباز شریف نے خفیہ ملاقات میں سعودی عرب میں ملازمتیں لینے کا فیصلہ کر لیا۔","Fake"
"مولانا فضل الرحمان کی سیاست صرف اپنی دکان چمکانے کے لیے ہے اور انہیں ملک کی پرواہ نہیں۔","Bias"
"پاکستانی سیاحوں کو سعودی عرب میں داخلے پر نئی پابندیاں عائد کر دی گئیں۔","Fake"
"حکومتی وزراء نے پی آئی اے ملازمین کا خون نچوڑنے کی کوشش کی لیکن عدالت نے انہیں بچا لیا۔","Bias"
"پی ٹی آئی کی جھوٹی کہانیوں سے تنگ آ کر حکومت نے عمران خان کی ملاقات پر پابندی لگائی ہے۔","Bias"
"سینیٹ میں راجہ ناصر عباس نے سینیٹ ارکان پر مشتمل کمیٹی تشکیل دینے کا مطالبہ کیا اور رانا ثناء اللہ نے اسے مسترد کیا۔","Fake"
"پنکی کے نیٹ ورک میں 20 خواتین لاہور میں بیٹھ کر کام کرتی ہیں اور غیرملکی افراد بھی شامل ہیں۔","Real"
"کراچی پولیس ہر وقت منشیات فروشوں کی پشت پناہی کرتی ہے اس لیے پنکی کا نیٹ ورک اتنا چلا۔","Bias"
"سینیٹر مشال یوسفزئی کے خیبرپختونخوا کے بارے میں بیانات صرف جذباتی ڈرامہ ہے، اصل میں کے پی خود ذمہ دار ہے۔","Bias"
"پی آئی اے ملازمین کے ساتھ ظلم ثابت کرتا ہے کہ پاکستانی سرکار کو اپنے لوگوں کی پرواہ نہیں۔","Bias"
"خیبرپختونخوا حکومت نے صوبائی خود مختاری کے لیے پاکستان سے علیحدگی کی درخواست جمع کرا دی۔","Fake"
"دہشتگرد مولانا ادریس کو شہید بنا کر پی ٹی آئی نے اپنی سیاست چمکانے کی کوشش کی۔","Bias"
"پاکستان میں موٹرویز مکمل بند کر دی جائیں گی کیونکہ قرضہ ادا نہیں ہو سکا۔","Fake"
"فیصل آباد زنا بالجبر کیس میں اصل سوال یہ ہے کہ ماں اتنے عرصے تک کہاں تھی۔","Bias"
"ٹرمپ کا دورہ چین ذلت آمیز ناکامی تھی جس میں انہوں نے امریکی مفادات چین کے قدموں میں ڈال دیے۔","Bias"
"مسلم لیگ ن نے پی پی کو اتحاد سے نکال دیا۔","Fake"
"بھارت میں جاوید جعفری کو گرفتار کر لیا گیا اور ان کی پراپرٹیاں ضبط کر لی گئیں۔","Fake"
"محمود خان اچکزئی نے قومی اسمبلی سے مستعفی ہونے کا اعلان کر دیا۔","Fake"
"سندھ ہائیکورٹ نے پی آئی اے انتظامیہ کو سبق سکھایا کہ کمزوروں کا خون نہ پیا کریں۔","Bias"
"پاکستان میں سیاحت پر پابندی لگانے کا حکومتی فیصلہ ہو گیا ہے۔","Fake"
"جیکب آباد پولیس نے پانچ بے قصور لوگ گرفتار کر کے اصل ملزمان کو چھوڑ دیا ہے۔","Bias"
"شرجیل میمن کا جماعت اسلامی پر تیلی لگانے کا الزام ثابت کرتا ہے کہ پیپلز پارٹی جمہوریت کی دشمن ہے۔","Bias"
"راولپنڈی میں گرفتار خاتون منشیات فروش کا شوہر موقع سے فرار ہو گیا۔","Real"
"مہاراشٹرا بھارت میں خاتون نے اپنے شوہر اور بھائی کی مدد سے عاشق کو قتل کر کے لاش ڈرم میں بھر کر نالے میں پھینک دی۔","Real"
"پاکستان ٹورازم فاؤنڈیشن نے کہا کہ پاکستان میں سیاحوں کے لیے بنیادی ڈھانچہ کمزور ہے۔","Fake"
"رانا ثناء اللہ نے کہا کہ پی ٹی آئی کے سینیٹ مطالبے کا جواب سپریم کورٹ کے فیصلے کی روشنی میں دیا جائے۔","Fake"
"کراچی میں انمول پنکی کی گرفتاری کے بعد 500 کلو کوکین اور 10 کروڑ روپے نقد برآمد ہوئے۔","Fake"
"سندھ کے وزیر اطلاعات کی زبان ثابت کرتی ہے کہ اسمبلی جوتم پیزار کی جگہ بن گئی ہے۔","Bias"
"رانا ثناء اللہ نے کہا کہ 9 مئی کا واقعہ اس کی واضح مثال ہے کہ جمہوری نظام مخالف قوتیں ناکام ہوتی ہیں۔","Fake"
"قومی اسمبلی کا اجلاس پیر کی شام 6 بجے تک ملتوی کر دیا گیا۔","Fake"
"عمران خان کا جیل میں انتقال ہو گیا اور حکومت خبر چھپا رہی ہے۔","Fake"
"رانا ثناء اللہ نے کہا کہ پی ٹی آئی کا ملاقات کا معاملہ عدالتوں میں زیر سماعت ہے۔","Fake"
"پی آئی اے کا عملہ سست اور نااہل ہے اس لیے ریٹائرڈ ملازمین کی سہولت بند ہوئی۔","Bias"
"این سی سی آئی اے کے سربراہ کو خود کال سینٹر کیس میں ملوث پایا گیا۔","Fake"
"مولانا فضل الرحمان نے کہا کہ پاکستان سعودی عرب دفاعی تعاون مزید آگے بڑھانے کی بات کی جا رہی ہے۔","Real"
"بلاول بھٹو کا بجٹ کا ہنگامہ اس لیے ہے کہ انہیں خود وزیر اعظم بننا ہے اور وہ مواقع ڈھونڈتے ہیں۔","Bias"
"بھارتی سیاحتی ناموافق حالات کے باوجود بھارت سالانہ 35 ارب ڈالر سیاحت سے کماتا ہے جو بھارتی جی ڈی پی کا 5 فیصد ہے۔","Real"
"اسرائیل نے مسجد اقصیٰ کے احاطے میں اگلے ماہ مزید یہودی بستیاں تعمیر کرنے کا اعلان کر دیا۔","Fake"
"پاکستان کی 59 لاکھ بے روزگاری کا ذمہ دار آئی ایم ایف ہے جو ملک کا گلا گھونٹ رہا ہے۔","Bias"
"فیصل آباد ملزم باپ کو رہا کر دیا گیا اور مقدمہ ختم ہو گیا۔","Fake"
"حافظ طاہر اشرفی کو سعودی عرب نے بلیک لسٹ کر دیا۔","Fake"
"نواز شریف نے بجٹ اجلاس میں آئی ایم ایف کے تمام مطالبات مان لینے کا حکم دیا۔","Fake"
"ٹرمپ نے خفیہ طور پر شی جن پنگ کے ساتھ پاکستان کو چین کے حوالے کرنے کا معاہدہ کیا۔","Fake"
"بلاول بھٹو نے خفیہ ملاقات میں عمران خان کو رہا کروانے کا وعدہ کیا۔","Fake"
"پنکی کی گرفتاری کے بعد کراچی میں منشیات کا کاروبار مکمل ختم ہو گیا اور قیمتیں گر گئیں۔","Fake"
"چین نے ٹرمپ کو انگلی پر نچایا اور تجارتی معاہدوں کی آڑ میں امریکا کو نیچا دکھایا۔","Bias"
"انمول پنکی کے قبضے سے ڈیڑھ کلو کوکین، 7 کلو خطرناک کیمیکل اور ایک 9 ایم ایم پستول برآمد ہوئی۔","Real"
"جاوید جعفری کی اہلیہ کی اہلیہ نے خود انشورنس کلیم کے لیے فراڈ کیا اور مقدمہ درج کروایا۔","Fake"
"ایسے باپ سزائے موت کے مستحق ہیں جو اپنی بیٹیوں کو وحشیانہ تشدد کا نشانہ بناتے ہیں۔","Bias"
"جیکب آباد میں پسند کی شادی پر گھروں کو جلانے والے ملزمان پر فوری سزائے موت ہونی چاہیے۔","Bias"
"سیاستدانوں کا پنکی کے نیٹ ورک میں ملوث ہونا ثابت کرتا ہے کہ پاکستان ایک نشہ زدہ ملک ہے۔","Bias"
"قومی اسمبلی میں عادل بازئی کا انکشاف ثابت کرتا ہے کہ سرکاری مشینری مکمل طور پر گل سڑ گئی ہے۔","Bias"
"جیکب آباد میں جوڑے نے شادی کر کے اپنے خاندان والوں کو ذلیل کیا۔","Bias"
"وفاقی اردو یونیورسٹی مکمل بند ہو گئی اور طلباء کو نکال دیا گیا۔","Fake"
"پاکستان میں موٹرویز سے 71 ارب روپے کی آمدنی درحقیقت عوام سے زبردستی وصول کی گئی۔","Fake"
"کراچی چاٹ فروش کی موت ظاہر کرتی ہے کہ یہ شہر غریبوں کے لیے نہیں رہا۔","Bias"
"پی ٹی آئی اراکین صرف ووٹ چاہتے ہیں عمران خان کی فکر نہیں ورنہ خود جیل میں جاتے۔","Bias"
"مولانا فضل الرحمان نے کہا کہ اصولوں کی خاطر وہ حکومت سے ہاتھ ملانے کو تیار ہیں۔","Fake"
"رانا ثناء اللہ کی ہر بات جھوٹ پر مبنی ہوتی ہے، سینیٹ میں بھی انہوں نے عوام کو بے وقوف بنایا۔","Bias"
"مولانا فضل الرحمان نے کہا کہ مہنگائی مارچ اب اگلے مہینے ہوگا۔","Fake"
"پاکستانی پولیس کو منشیات فروشوں سے چھٹکارا ملنا ناممکن ہے کیونکہ وہ خود ملوث ہیں۔","Bias"
"حکومت فتح میزائل کا تماشہ دکھا کر عوام کی معاشی تکلیف سے توجہ ہٹا رہی ہے۔","Bias"
"مولانا فضل الرحمان نے ملک کو خطرے میں ڈالنے والا بیان دے کر سیاسی کھیل کھیلا۔","Bias"
"بیرسٹر گوہر اور پی ٹی آئی وکلا عدالتوں کو وقت ضائع کرنے کا ذریعہ بنا رہے ہیں۔","Bias"
"سینیٹ نے پاکستان نرسنگ اینڈ مڈوائفری کونسل بل مسترد کر دیا۔","Fake"
"اسرائیل کے جرائم پر دنیا کی خاموشی اور امریکا کی حمایت ثابت کرتی ہے کہ اقوام متحدہ ناکام ادارہ ہے۔","Bias"
"مولانا ادریس کے قتل پر حکومت کی خاموشی بتاتی ہے کہ وہ خود ملوث ہے۔","Bias"
"بیرسٹر گوہر کا 15 بار سپریم کورٹ جانے کا دعویٰ اصل میں میڈیا ڈرامہ ہے۔","Fake"
"پی ٹی آئی کے پارلیمنٹیرین نے بھی مان لیا کہ ان کے اسمبلی میں ہونے کا کوئی فائدہ نہیں۔","Fake"
"پاکستان ٹورازم فاؤنڈیشن نے وزارت کو سیاحت کے شعبے میں 10 ارب روپے فوری خرچ کرنے کی سفارش دی۔","Fake"
"رانا ثناء اللہ نے خفیہ طور پر پی ٹی آئی اراکین کو بتایا کہ عمران خان کو جلد رہا کیا جائے گا۔","Fake"
"عادل خان بازئی کو ڈپٹی کمشنر کے ذریعے ہنی ٹریپ میں پھنسانے کی کوشش کامیاب رہی۔","Fake"
"مہاراشٹرا قاتل خاتون کو بھارتی عدالتیں آسانی سے چھوڑ دیں گی کیونکہ وہاں مسلمانوں کو فائدہ ملتا ہے۔","Bias"